,year,ncessch,school_id,school_name,leaid,lea_name,state_leaid,seasch,street_mailing,city_mailing,state_mailing,zip_mailing,street_location,city_location,state_location,zip_location,phone,fips,latitude,longitude,csa,cbsa,urban_centric_locale,county_code,school_level,school_type,school_status,lowest_grade_offered,highest_grade_offered,bureau_indian_education,title_i_status,title_i_eligible,title_i_schoolwide,charter,magnet,shared_time,virtual,teachers_fte,free_lunch,reduced_price_lunch,free_or_reduced_price_lunch,elem_cedp,high_cedp,middle_cedp,ungrade_cedp,enrollment,state_leg_district_lower,state_leg_district_upper,ncessch_num,congress_district_id,direct_certification,lunch_program
31,2015,450069000071,00071,Long Cane Primary,4500690,Abbeville 60,0160,020,815 East Greenwood Street,Abbeville,SC,29620,815 East Greenwood Street,-1,-1,-1,8643665924,45,34.187266,-82.351847,273,24940,32.0,45001,1,1,1,-1,2,0,5.0,1.0,1.0,0,0.0,0.0,0,28.0,320.0,37.0,357.0,1,0,0,0,438.0,,,450069000071,,,
32,2015,450069001188,01188,Abbeville County Career Center,4500690,Abbeville 60,0160,995,100 Old Calhoun Falls Highway,Abbeville,SC,29620,100 Old Calhoun Falls Highway,-1,-1,-1,8643669069,45,34.166813,-82.412742,273,24940,41.0,45001,3,3,1,10,12,0,6.0,-2.0,-2.0,0,0.0,1.0,0,6.0,-2.0,-2.0,-2.0,0,1,0,0,0.0,,,450069001188,,,
33,2015,450069001379,01379,Westwood Elementary,4500690,Abbeville 60,0160,017,124 Highway 28 Bypass,Abbeville,SC,29620,124 Highway 28 Bypass,-1,-1,-1,8643669604,45,34.158269,-82.398414,273,24940,41.0,45001,1,1,1,3,5,0,5.0,1.0,1.0,0,0.0,0.0,0,26.0,245.0,21.0,266.0,1,0,0,0,359.0,,,450069001379,,,
34,2015,450072000016,00016,Belvedere Elementary,4500720,Aiken 01,0201,019,201 Rhomboid Place,Belvedere,SC,29841,201 Rhomboid Place,-1,-1,-1,8034426330,45,33.526558,-81.936578,-2,12260,21.0,45003,1,1,1,-1,5,0,5.0,1.0,1.0,0,0.0,0.0,0,37.0,281.0,13.0,294.0,1,0,0,0,604.0,,,450072000016,,,
35,2015,450072000018,00018,Byrd Elementary,4500720,Aiken 01,0201,021,1225 Weldon Way,Graniteville,SC,29829,1225 Weldon Way,-1,-1,-1,8036634320,45,33.583283,-81.829298,-2,12260,41.0,45003,1,1,1,-1,5,0,5.0,1.0,1.0,0,0.0,0.0,0,43.0,436.0,65.0,501.0,1,0,0,0,790.0,,,450072000018,,,
36,2015,450072000019,00019,J. D. Lever Elementary,4500720,Aiken 01,0201,022,2404 Columbia Highway,Aiken,SC,29801,2404 Columbia Highway,-1,-1,-1,8036412760,45,33.645589,-81.674762,-2,12260,41.0,45003,1,1,1,-1,5,0,5.0,1.0,1.0,0,0.0,0.0,0,37.0,428.0,41.0,469.0,1,0,0,0,599.0,,,450072000019,,,
37,2015,450072000020,00020,Clearwater Elementary,4500720,Aiken 01,0201,024,P.O. Box 397,Clearwater,SC,29822,4552 Augusta Road,Clearwater,SC,29822,8035937240,45,33.496018,-81.896333,-2,12260,21.0,45003,1,1,1,-1,5,0,5.0,1.0,1.0,0,0.0,0.0,0,33.0,393.0,19.0,412.0,1,0,0,0,497.0,,,450072000020,,,
38,2015,450072000021,00021,Busbee Corbett Elementary Middle,4500720,Aiken 01,0201,025,20 A. L. Corbett Circle,Wagener,SC,29164,20 A. L. Corbett Circle,-1,-1,-1,8035641000,45,33.659951,-81.366147,-2,12260,42.0,45003,1,1,1,-1,8,0,5.0,1.0,1.0,0,0.0,0.0,0,51.0,524.0,49.0,573.0,1,0,1,0,745.0,,,450072000021,,,
39,2015,450072000023,00023,East Aiken School of the Arts,4500720,Aiken 01,0201,027,223 Old Wagener Road,Aiken,SC,29801,223 Old Wagener Road,-1,-1,-1,8036412450,45,33.551892,-81.674586,-2,12260,21.0,45003,1,1,1,-1,5,0,5.0,1.0,1.0,0,0.0,0.0,0,41.0,401.0,35.0,436.0,1,0,0,0,611.0,,,450072000023,,,
40,2015,450072000025,00025,Gloverville Elementary,4500720,Aiken 01,0201,029,114 Gloria Rush Circle,Gloverville,SC,29828,114 Gloria Rush Circle,-1,-1,-1,8035937280,45,33.52346,-81.824711,-2,12260,21.0,45003,1,1,1,-1,5,0,5.0,1.0,1.0,0,0.0,0.0,0,21.0,242.0,18.0,260.0,1,0,0,0,335.0,,,450072000025,,,
41,2015,450072000026,00026,Greendale Elementary,4500720,Aiken 01,0201,030,505 South Boundary Avenue,New Ellenton,SC,29809,505 South Boundary Avenue,-1,-1,-1,8036528170,45,33.407811,-81.677657,-2,12260,21.0,45003,1,1,1,-1,5,0,5.0,1.0,1.0,0,0.0,0.0,0,29.0,287.0,28.0,315.0,1,0,0,0,409.0,,,450072000026,,,
42,2015,450072000027,00027,Hammond Hill Elementary,4500720,Aiken 01,0201,031,901 West Woodlawn Avenue,North Augusta,SC,29841,901 West Woodlawn Avenue,-1,-1,-1,8034426170,45,33.51074,-81.981792,-2,12260,21.0,45003,1,1,1,-1,5,0,5.0,1.0,1.0,0,0.0,0.0,0,45.0,299.0,42.0,341.0,1,0,0,0,774.0,,,450072000027,,,
43,2015,450072000030,00030,Millbrook Elementary,4500720,Aiken 01,0201,035,255 East Pine Log Road,Aiken,SC,29803,255 East Pine Log Road,-1,-1,-1,8036412580,45,33.526616,-81.714246,-2,12260,21.0,45003,1,1,1,-1,5,0,5.0,1.0,1.0,0,0.0,0.0,0,36.0,281.0,57.0,338.0,1,0,0,0,576.0,,,450072000030,,,
44,2015,450072000031,00031,North Aiken Elementary,4500720,Aiken 01,0201,038,100 Bears Rock Road,Aiken,SC,29801,100 Bears Rock Road,-1,-1,-1,8036412690,45,33.580095,-81.693442,-2,12260,21.0,45003,1,1,1,-1,5,0,5.0,1.0,1.0,0,0.0,0.0,0,36.0,457.0,11.0,468.0,1,0,0,0,498.0,,,450072000031,,,
45,2015,450072000032,00032,North Augusta Elementary,4500720,Aiken 01,0201,039,400 East Spring Grove Avenue,North Augusta,SC,29841,400 East Spring Grove Avenue,-1,-1,-1,8034426280,45,33.49292,-81.963816,-2,12260,21.0,45003,1,1,1,-1,5,0,5.0,1.0,1.0,0,0.0,0.0,0,39.0,366.0,35.0,401.0,1,0,0,0,683.0,,,450072000032,,,
46,2015,450072000034,00034,Ridge Spring-Monetta Elementary,4500720,Aiken 01,0201,059,422 Hazzard Circle,Ridge Spring,SC,29129,422 Hazzard Circle,-1,-1,-1,8036852000,45,33.851223,-81.657457,192,17900,42.0,45081,1,1,1,-1,5,0,5.0,1.0,1.0,0,0.0,0.0,0,30.0,379.0,25.0,404.0,1,0,0,0,489.0,,,450072000034,,,
47,2015,450072000040,00040,Warrenville Elementary,4500720,Aiken 01,0201,052,569 Howlandville Road,Warrenville,SC,29851,569 Howlandville Road,-1,-1,-1,8036634270,45,33.524232,-81.785775,-2,12260,21.0,45003,1,1,1,-1,5,0,5.0,1.0,1.0,0,0.0,0.0,0,28.0,273.0,18.0,291.0,1,0,0,0,458.0,,,450072000040,,,
48,2015,450072000045,00045,Chukker Creek Elementary,4500720,Aiken 01,0201,056,1830 Chukker Creek Road,Aiken,SC,29803,1830 Chukker Creek Road,-1,-1,-1,8036412474,45,33.484534,-81.713258,-2,12260,21.0,45003,1,1,1,-1,5,0,6.0,0.0,-2.0,0,0.0,0.0,0,46.0,184.0,32.0,216.0,1,0,0,0,818.0,,,450072000045,,,
49,2015,450072000046,00046,Aiken High,4500720,Aiken 01,0201,002,449 Rutland Drive,Aiken,SC,29801,449 Rutland Drive,-1,-1,-1,8036412500,45,33.577824,-81.713117,-2,12260,21.0,45003,3,1,1,9,12,0,6.0,0.0,-2.0,0,0.0,0.0,0,79.0,714.0,56.0,770.0,0,1,0,0,1432.0,,,450072000046,,,
50,2015,450072000050,00050,Paul Knox Middle,4500720,Aiken 01,0201,007,1804 Wells Road,North Augusta,SC,29841,1804 Wells Road,-1,-1,-1,8034426300,45,33.529604,-81.969878,-2,12260,21.0,45003,2,1,1,6,8,0,5.0,1.0,1.0,0,0.0,0.0,0,38.0,267.0,42.0,309.0,0,0,1,0,662.0,,,450072000050,,,
51,2015,450072000054,00054,North Augusta Middle,4500720,Aiken 01,0201,011,725 Old Edgefield Road,North Augusta,SC,29841,725 Old Edgefield Road,-1,-1,-1,8034426200,45,33.49917,-81.950441,-2,12260,21.0,45003,2,1,1,6,8,0,5.0,1.0,1.0,0,0.0,0.0,0,33.0,246.0,40.0,286.0,0,0,1,0,627.0,,,450072000054,,,
52,2015,450072000055,00055,North Augusta High,4500720,Aiken 01,0201,012,2000 Knobcone Avenue,North Augusta,SC,29841,2000 Knobcone Avenue,-1,-1,-1,8034426100,45,33.535161,-81.974152,-2,12260,21.0,45003,3,1,1,9,12,0,6.0,0.0,-2.0,0,0.0,0.0,0,83.0,550.0,72.0,622.0,0,1,0,0,1538.0,,,450072000055,,,
53,2015,450072000056,00056,Ridge Spring-Monetta Middle High,4500720,Aiken 01,0201,060,10 J.P. Kneece Drive,Monetta,SC,29105,10 J.P. Kneece Drive,-1,-1,-1,8036852100,45,33.822738,-81.62556,-2,12260,42.0,45003,4,1,1,6,12,0,5.0,1.0,1.0,0,0.0,0.0,0,37.0,322.0,35.0,357.0,0,1,1,0,443.0,,,450072000056,,,
54,2015,450072000057,00057,Wagener-Salley High,4500720,Aiken 01,0201,015,272 Main Street South,Wagener,SC,29164,272 Main Street South,-1,-1,-1,8035641100,45,33.647252,-81.36491,-2,12260,42.0,45003,3,1,1,9,12,0,6.0,0.0,-2.0,0,0.0,0.0,0,28.0,174.0,21.0,195.0,0,1,0,0,287.0,,,450072000057,,,
55,2015,450072000058,00058,Aiken County Career Center,4500720,Aiken 01,0201,995,2455 Jefferson Davis Highway,Warrenville,SC,29851,2455 Jefferson Davis Highway,-1,-1,-1,8035937300,45,33.528246,-81.843496,-2,12260,41.0,45003,3,3,1,10,12,0,6.0,-2.0,-2.0,0,0.0,1.0,0,18.0,-2.0,-2.0,-2.0,0,1,0,0,0.0,,,450072000058,,,
56,2015,450072000073,00073,Aiken Middle,4500720,Aiken 01,0201,057,101 Gator Lane,Aiken,SC,29803,101 Gator Lane,-1,-1,-1,8036412570,45,33.578238,-81.692701,-2,12260,21.0,45003,2,1,1,6,8,0,5.0,1.0,1.0,0,0.0,0.0,0,32.0,414.0,30.0,444.0,0,0,1,0,551.0,,,450072000073,,,
57,2015,450072000682,00682,Lloyd-Kennedy Charter,4500720,Aiken 01,0201,601,P.O. Box 418,Aiken,SC,29801,130 Avery Lane,Aiken,SC,29802,8036444824,45,33.579639,-81.746062,-2,12260,21.0,45003,1,1,1,3,8,0,5.0,1.0,1.0,1,0.0,0.0,0,5.0,53.0,20.0,73.0,1,0,1,0,99.0,,,450072000682,,,
58,2015,450072000684,00684,Horse Creek Academy,4500720,Aiken 01,0201,602,1200 Tooleback Road,Aiken,SC,29803,1200 Tooleback Road,-1,-1,-1,8032260160,45,33.533262,-81.665015,-2,12260,41.0,45003,1,1,1,-1,8,0,5.0,1.0,1.0,1,0.0,0.0,0,24.0,92.0,94.0,186.0,1,0,1,0,428.0,,,450072000684,,,
59,2015,450072000940,00940,Aiken Performing Arts Academy Charter,4500720,Aiken 01,0201,603,P.O. Box 418,Aiken,SC,29801,130 Avery Lane,Aiken,SC,29802,8036444824,45,33.579639,-81.746062,-2,12260,21.0,45003,3,1,1,9,12,0,6.0,0.0,-2.0,1,0.0,0.0,0,2.0,24.0,8.0,32.0,0,1,0,0,46.0,,,450072000940,,,
60,2015,450072001007,01007,Mossy Creek Elementary,4500720,Aiken 01,0201,058,421 West Five Notch Road,North Augusta,SC,29841,421 West Five Notch Road,-1,-1,-1,8034426090,45,33.5409,-81.959221,-2,12260,21.0,45003,1,1,1,-1,5,0,5.0,1.0,1.0,0,0.0,0.0,0,43.0,415.0,26.0,441.0,1,0,0,0,700.0,,,450072001007,,,
61,2015,450072001189,01189,Aiken Elementary,4500720,Aiken 01,0201,016,2050 Pine Log Road,Aiken,SC,29803,2050 Pine Log Road,-1,-1,-1,8036412740,45,33.527825,-81.764761,-2,12260,21.0,45003,1,1,1,-1,5,0,5.0,1.0,1.0,0,0.0,0.0,0,50.0,441.0,31.0,472.0,1,0,0,0,839.0,,,450072001189,,,
62,2015,450072001193,01193,Jefferson Elementary,4500720,Aiken 01,0201,005,170 Flint Drive,Warrenville,SC,29851,170 Flint Drive,-1,-1,-1,8035937180,45,33.496312,-81.864563,-2,12260,41.0,45003,1,1,1,-1,5,0,5.0,1.0,1.0,0,0.0,0.0,0,32.0,365.0,27.0,392.0,1,0,0,0,538.0,,,450072001193,,,
63,2015,450072001194,01194,Langley-Bath-Clearwater Middle,4500720,Aiken 01,0201,008,29 Lions Trail,Warrenville,SC,29851,29 Lions Trail,-1,-1,-1,8035937260,45,33.503114,-81.865897,-2,12260,41.0,45003,2,1,1,6,8,0,5.0,1.0,1.0,0,0.0,0.0,0,31.0,363.0,22.0,385.0,0,0,1,0,594.0,,,450072001194,,,
64,2015,450072001196,01196,Leavelle McCampbell Middle,4500720,Aiken 01,0201,009,82 Canal Street,Graniteville,SC,29829,82 Canal Street,-1,-1,-1,8036634300,45,33.568584,-81.806467,-2,12260,21.0,45003,2,1,1,6,8,0,5.0,1.0,1.0,0,0.0,0.0,0,29.0,299.0,28.0,327.0,0,0,1,0,554.0,,,450072001196,,,
65,2015,450072001197,01197,M. B. Kennedy Middle,4500720,Aiken 01,0201,017,274 East Pine Log Road,Aiken,SC,29803,274 East Pine Log Road,-1,-1,-1,8036412470,45,33.524498,-81.714374,-2,12260,21.0,45003,2,1,1,6,8,0,6.0,0.0,-2.0,0,0.0,0.0,0,47.0,296.0,40.0,336.0,0,0,1,0,923.0,,,450072001197,,,
66,2015,450072001198,01198,Midland Valley High,4500720,Aiken 01,0201,006,227 Mustang Drive,Graniteville,SC,29829,227 Mustang Drive,-1,-1,-1,8035937100,45,33.525529,-81.86587,-2,12260,41.0,45003,3,1,1,9,12,0,6.0,0.0,-2.0,0,0.0,0.0,0,70.0,663.0,61.0,724.0,0,1,0,0,1338.0,,,450072001198,,,
67,2015,450072001199,01199,New Ellenton Middle,4500720,Aiken 01,0201,010,814 Main Street South,New Ellenton,SC,29809,814 Main Street South,-1,-1,-1,8036528200,45,33.402117,-81.683291,-2,12260,41.0,45003,2,1,1,6,8,0,5.0,1.0,1.0,0,0.0,0.0,0,13.0,128.0,21.0,149.0,0,0,1,0,188.0,,,450072001199,,,
68,2015,450072001200,01200,Oakwood-Windsor Elementary,4500720,Aiken 01,0201,054,3773 Charleston Highway,Aiken,SC,29801,3773 Charleston Highway,-1,-1,-1,8036412560,45,33.5172,-81.575431,-2,12260,41.0,45003,1,1,1,-1,5,0,5.0,1.0,1.0,0,0.0,0.0,0,29.0,322.0,28.0,350.0,1,0,0,0,409.0,,,450072001200,,,
69,2015,450072001201,01201,Schofield Middle,4500720,Aiken 01,0201,028,224 Kershaw Street Northeast,Aiken,SC,29801,224 Kershaw Street Northeast,-1,-1,-1,8036412770,45,33.562649,-81.709107,-2,12260,21.0,45003,2,1,1,6,8,0,5.0,1.0,1.0,0,0.0,0.0,0,32.0,308.0,28.0,336.0,0,0,1,0,544.0,,,450072001201,,,
