,year,ncessch,school_id,school_name,leaid,lea_name,state_leaid,seasch,street_mailing,city_mailing,state_mailing,zip_mailing,street_location,city_location,state_location,zip_location,phone,fips,latitude,longitude,csa,cbsa,urban_centric_locale,county_code,school_level,school_type,school_status,lowest_grade_offered,highest_grade_offered,bureau_indian_education,title_i_status,title_i_eligible,title_i_schoolwide,charter,magnet,shared_time,virtual,teachers_fte,free_lunch,reduced_price_lunch,free_or_reduced_price_lunch,elem_cedp,high_cedp,middle_cedp,ungrade_cedp,enrollment,state_leg_district_lower,state_leg_district_upper,ncessch_num,congress_district_id,direct_certification,lunch_program
10,2016,450000200439,00439,St. George Middle,4500002,Dorchester 04,SC-1804,1804-017,600 Minus Street,St. George,SC,29477,600 Minus Street,St. George,SC,29477,(843)563-3171,45,33.19486,-80.577543,-2,16700,42.0,45035,2,1,1,6.0,8.0,,3.0,1.0,1.0,0,0.0,0.0,3.0,22.0,301.0,0.0,301.0,0,0,1,0,301.0,45097,45039,450000200439,4506.0,136.0,2.0
11,2016,450000200444,00444,William Memorial Elementary,4500002,Dorchester 04,SC-1804,1804-018,290 South Metts Street,St. George,SC,29477,290 South Metts Street,St. George,SC,29477,(843)563-3231,45,33.183155,-80.589468,-2,16700,42.0,45035,1,1,1,-1.0,5.0,,3.0,1.0,1.0,0,0.0,0.0,0.0,50.0,742.0,0.0,742.0,1,0,0,0,742.0,45097,45039,450000200444,4506.0,417.0,2.0
12,2016,450000200445,00445,Woodland High,4500002,Dorchester 04,SC-1804,1804-019,4128 Highway 78,Dorchester,SC,29437,4128 Highway 78,Dorchester,SC,29437,(843)563-5956,45,33.167572,-80.492451,-2,16700,42.0,45035,3,1,1,9.0,12.0,,6.0,0.0,0.0,0,0.0,0.0,3.0,45.0,644.0,0.0,644.0,0,1,0,0,644.0,45102,45039,450000200445,4506.0,283.0,2.0
13,2016,450000201597,01597,Harleyville-Ridgeville Middle,4500002,Dorchester 04,SC-1804,1804-022,1650 East Main Street,Dorchester,SC,29437,1650 East Main Street,Dorchester,SC,29437,(843)462-2470,45,33.154295,-80.379036,-2,16700,42.0,45035,2,1,1,6.0,8.0,,3.0,1.0,1.0,0,0.0,0.0,3.0,18.0,167.0,0.0,167.0,0,0,1,0,167.0,45097,45039,450000201597,4506.0,108.0,2.0
14,2016,450000201600,01600,Clay Hill Elementary,4500002,Dorchester 04,SC-1804,1804-021,387 South Railroad Avenue,Ridgeville,SC,29472,387 South Railroad Avenue,Ridgeville,SC,29472,(843)851-7386,45,33.092604,-80.312634,-2,16700,41.0,45035,1,1,1,-1.0,5.0,,3.0,1.0,1.0,0,0.0,0.0,0.0,14.0,154.0,0.0,154.0,1,0,0,0,154.0,45102,45039,450000201600,4506.0,102.0,2.0
15,2016,450000401226,01226,SC School for the Blind High,4500004,Deaf & Blind School,SC-5207,5207-005,355 Cedar Springs Road,Spartanburg,SC,29302,355 Cedar Springs Road,Spartanburg,SC,29302,(864)577-7600,45,34.911561,-81.882361,273,43900,22.0,45083,3,2,1,9.0,12.0,,6.0,0.0,0.0,0,0.0,0.0,3.0,14.0,9.0,1.0,10.0,0,1,0,0,13.0,45034,45013,450000401226,4504.0,,1.0
16,2016,450000401227,01227,SC School for the Deaf High,4500004,Deaf & Blind School,SC-5207,5207-007,355 Cedar Spring Road,Spartanburg,SC,29302,355 Cedar Spring Road,Spartanburg,SC,29302,(864)577-7814,45,34.911561,-81.882361,273,43900,22.0,45083,3,2,1,9.0,12.0,,6.0,0.0,0.0,0,0.0,0.0,3.0,20.0,26.0,0.0,26.0,0,1,0,0,29.0,45034,45013,450000401227,4504.0,,1.0
17,2016,450000401228,01228,SC School for the Deaf Elementary/Middle,4500004,Deaf & Blind School,SC-5207,5207-009,355 Cedar Springs Road,Spartanburg,SC,29302,355 Cedar Springs Road,Spartanburg,SC,29302,(864)577-7814,45,34.911561,-81.882361,273,43900,22.0,45083,1,2,1,-1.0,8.0,,6.0,0.0,0.0,0,0.0,0.0,3.0,18.0,39.0,2.0,41.0,1,0,1,0,47.0,45034,45013,450000401228,4504.0,,1.0
18,2016,450000401246,01246,SC School for the Blind Elementary/Middle,4500004,Deaf & Blind School,SC-5207,5207-010,355 Cedar Springs Road,Spartanburg,SC,29302,355 Cedar Springs Road,Spartanburg,SC,29302,(864)577-7600,45,34.911561,-81.882361,273,43900,22.0,45083,1,2,1,-1.0,8.0,,6.0,0.0,0.0,0,0.0,0.0,3.0,23.0,23.0,5.0,28.0,1,0,1,0,35.0,45034,45013,450000401246,4504.0,,1.0
19,2016,450000401402,01402,Cedar Springs Academy,4500004,Deaf & Blind School,SC-5207,5207-011,355 Cedar Springs Road,Spartanburg,SC,29302,355 Cedar Springs Road,Spartanburg,SC,29302,(864)577-7771,45,34.911561,-81.882361,273,43900,22.0,45083,4,2,1,-1.0,12.0,,6.0,0.0,0.0,0,0.0,0.0,3.0,18.0,63.0,7.0,70.0,1,1,1,0,85.0,45034,45013,450000401402,4504.0,,1.0
20,2016,450000700597,00597,G. Frank Russell Technology Center,4500007,Greenwood 80,SC-2480,2480-995,601 East Northside Drive,Greenwood,SC,29649,601 East Northside Drive,Greenwood,SC,29649,(864)941-5750,45,34.233982,-82.165427,273,24940,32.0,45047,3,3,1,9.0,12.0,,6.0,0.0,0.0,0,0.0,1.0,3.0,16.0,0.0,0.0,0.0,0,1,0,0,0.0,45013,45010,450000700597,4503.0,3.0,1.0
21,2016,450000800863,00863,Cope Area Career Center,4500008,Orangeburg 80,SC-3880,3880-995,6052 Slab Landing Road,Cope,SC,29038,6052 Slab Landing Road,Cope,SC,29038,(803)534-7661,45,33.374155,-81.005836,192,36700,42.0,45075,3,3,1,9.0,12.0,,6.0,0.0,0.0,0,0.0,1.0,3.0,9.0,0.0,0.0,0.0,0,1,0,0,0.0,45095,45039,450000800863,4502.0,3.0,2.0
22,2016,450001001039,01039,R. D. Anderson Applied Technology Center,4500010,Spartanburg 81,SC-4281,4281-996,P.O. Box 248,Moore,SC,29369,1151 Center Point Drive,Moore,SC,29369,(864)576-5020,45,34.836239,-81.997754,273,43900,41.0,45083,3,3,1,9.0,12.0,,6.0,0.0,0.0,0,0.0,1.0,3.0,31.0,0.0,0.0,0.0,0,1,0,0,0.0,45033,45013,450001001039,4504.0,3.0,1.0
23,2016,450001100991,00991,H. B. Swofford Career Center,4500011,Spartanburg 82,SC-4282,4282-997,5620 Highway 11,Inman,SC,29349,5620 Highway 11,Inman,SC,29349,(864)592-2790,45,35.123033,-82.022382,273,43900,41.0,45083,3,3,1,10.0,12.0,,6.0,0.0,0.0,0,0.0,1.0,3.0,22.0,0.0,0.0,0.0,0,1,0,0,0.0,45038,45011,450001100991,4504.0,3.0,1.0
24,2016,450069000002,00002,John C. Calhoun Elementary,4500690,Abbeville 60,SC-0160,0160-007,750 North Calhoun Shores Parkw,Calhoun Falls,SC,29628,750 North Calhoun Shores Parkw,Calhoun Falls,SC,29628,(864)418-8016,45,34.103701,-82.597752,273,24940,42.0,45001,1,1,1,-1.0,5.0,,3.0,1.0,1.0,0,0.0,0.0,0.0,14.0,198.0,0.0,198.0,1,0,0,0,198.0,45011,45010,450069000002,4503.0,136.0,2.0
25,2016,450069000010,00010,Wright Middle,4500690,Abbeville 60,SC-0160,0160-016,111 Highway 71,Abbeville,SC,29620,111 Highway 71,Abbeville,SC,29620,(864)366-5998,45,34.186493,-82.40279,273,24940,32.0,45001,2,1,1,6.0,8.0,,3.0,1.0,1.0,0,0.0,0.0,3.0,32.0,236.0,20.0,256.0,0,0,1,0,371.0,45011,45010,450069000010,4503.0,151.0,1.0
26,2016,450069000011,00011,Abbeville High,4500690,Abbeville 60,SC-0160,0160-001,701 Washington Street,Abbeville,SC,29620,701 Washington Street,Abbeville,SC,29620,(864)366-5916,45,34.187265,-82.37472,273,24940,41.0,45001,3,1,1,9.0,12.0,,6.0,0.0,0.0,0,0.0,0.0,3.0,33.0,250.0,43.0,293.0,0,1,0,0,484.0,45011,45010,450069000011,4503.0,162.0,1.0
27,2016,450069000012,00012,Dixie High,4500690,Abbeville 60,SC-0160,0160-003,P.O. Box 158,Due West,SC,29639,1 Haynes Street,Due West,SC,29639,(864)379-2186,45,34.327491,-82.388343,273,24940,42.0,45001,3,1,1,8.0,12.0,,6.0,0.0,0.0,0,0.0,0.0,3.0,28.0,217.0,29.0,246.0,0,1,1,0,423.0,45011,45010,450069000012,4503.0,109.0,1.0
28,2016,450069000065,00065,Cherokee Trail Elementary,4500690,Abbeville 60,SC-0160,0160-018,6219 Highway 184 East,Donalds,SC,29638,6219 Highway 184 East,Donalds,SC,29638,(864)379-8500,45,34.364107,-82.355559,273,24940,42.0,45001,1,1,1,-1.0,7.0,,3.0,1.0,1.0,0,0.0,0.0,3.0,28.0,209.0,38.0,247.0,1,0,1,0,441.0,45011,45010,450069000065,4503.0,132.0,1.0
29,2016,450069000066,00066,Diamond Hill Elementary,4500690,Abbeville 60,SC-0160,0160-019,104 Lake Secession Road,Abbeville,SC,29620,104 Lake Secession Road,Abbeville,SC,29620,(864)446-2600,45,34.255882,-82.564823,273,24940,42.0,45001,1,1,1,-1.0,7.0,,3.0,1.0,1.0,0,0.0,0.0,3.0,22.0,184.0,26.0,210.0,1,0,1,0,315.0,45011,45010,450069000066,4503.0,106.0,1.0
30,2016,450069000071,00071,Long Cane Primary,4500690,Abbeville 60,SC-0160,0160-020,815 East Greenwood Street,Abbeville,SC,29620,815 East Greenwood Street,Abbeville,SC,29620,(864)366-5924,45,34.187266,-82.351847,273,24940,32.0,45001,1,1,1,-1.0,2.0,,3.0,1.0,1.0,0,0.0,0.0,0.0,29.0,410.0,0.0,410.0,1,0,0,0,410.0,45011,45010,450069000071,4503.0,239.0,2.0
31,2016,450069001188,01188,Abbeville County Career Center,4500690,Abbeville 60,SC-0160,0160-995,100 Old Calhoun Falls Highway,Abbeville,SC,29620,100 Old Calhoun Falls Highway,Abbeville,SC,29620,(864)366-9069,45,34.166861,-82.41277,273,24940,41.0,45001,3,3,1,10.0,12.0,,6.0,0.0,0.0,0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0,1,0,0,0.0,45011,45010,450069001188,4503.0,3.0,1.0
32,2016,450069001379,01379,Westwood Elementary,4500690,Abbeville 60,SC-0160,0160-017,124 Highway 28 Bypass,Abbeville,SC,29620,124 Highway 28 Bypass,Abbeville,SC,29620,(864)366-9604,45,34.158269,-82.398414,273,24940,41.0,45001,1,1,1,3.0,5.0,,3.0,1.0,1.0,0,0.0,0.0,0.0,26.0,371.0,0.0,371.0,1,0,0,0,371.0,45011,45010,450069001379,4503.0,166.0,2.0
33,2016,450072000016,00016,Belvedere Elementary,4500720,Aiken 01,SC-0201,0201-019,201 Rhomboid Place,Belvedere,SC,29841,201 Rhomboid Place,Belvedere,SC,29841,(803)442-6330,45,33.527735,-81.937441,-2,12260,21.0,45003,1,1,1,-1.0,5.0,,3.0,1.0,1.0,0,0.0,0.0,0.0,38.0,300.0,31.0,331.0,1,0,0,0,619.0,45083,45025,450072000016,4502.0,212.0,1.0
34,2016,450072000018,00018,Byrd Elementary,4500720,Aiken 01,SC-0201,0201-021,1225 Weldon Way,Graniteville,SC,29829,1225 Weldon Way,Graniteville,SC,29829,(803)663-4320,45,33.583283,-81.829298,-2,12260,41.0,45003,1,1,1,-1.0,5.0,,3.0,1.0,1.0,0,0.0,0.0,0.0,45.0,471.0,56.0,527.0,1,0,0,0,836.0,45081,45025,450072000018,4502.0,301.0,1.0
35,2016,450072000019,00019,J. D. Lever Elementary,4500720,Aiken 01,SC-0201,0201-022,2404 Columbia Highway,Aiken,SC,29801,2404 Columbia Highway,Aiken,SC,29801,(803)641-2760,45,33.645648,-81.67462,-2,12260,41.0,45003,1,1,1,-1.0,5.0,,3.0,1.0,1.0,0,0.0,0.0,0.0,36.0,582.0,0.0,582.0,1,0,0,0,582.0,45086,45026,450072000019,4502.0,303.0,2.0
36,2016,450072000020,00020,Clearwater Elementary,4500720,Aiken 01,SC-0201,0201-024,P.O. Box 397,Clearwater,SC,29822,4552 Augusta Road,Clearwater,SC,29822,(803)593-7240,45,33.495691,-81.896333,-2,12260,21.0,45003,1,1,1,-1.0,5.0,,3.0,1.0,1.0,0,0.0,0.0,0.0,36.0,486.0,0.0,486.0,1,0,0,0,486.0,45084,45025,450072000020,4502.0,309.0,2.0
37,2016,450072000021,00021,Busbee Corbett Elementary Middle,4500720,Aiken 01,SC-0201,0201-025,20 A. L. Corbett Circle,Wagener,SC,29164,20 A. L. Corbett Circle,Wagener,SC,29164,(803)564-1000,45,33.659471,-81.364892,-2,12260,42.0,45003,1,1,1,-1.0,8.0,,3.0,1.0,1.0,0,0.0,0.0,3.0,52.0,711.0,0.0,711.0,1,0,1,0,711.0,45086,45026,450072000021,4502.0,384.0,2.0
38,2016,450072000023,00023,East Aiken School of the Arts,4500720,Aiken 01,SC-0201,0201-027,223 Old Wagener Road,Aiken,SC,29801,223 Old Wagener Road,Aiken,SC,29801,(803)641-2450,45,33.55185,-81.674386,-2,12260,21.0,45003,1,1,1,-1.0,5.0,,3.0,1.0,1.0,0,0.0,0.0,0.0,41.0,627.0,0.0,627.0,1,0,0,0,627.0,45086,45024,450072000023,4502.0,295.0,2.0
39,2016,450072000025,00025,Gloverville Elementary,4500720,Aiken 01,SC-0201,0201-029,114 Gloria Rush Circle,Gloverville,SC,29828,114 Gloria Rush Circle,Gloverville,SC,29828,(803)593-7280,45,33.523614,-81.825199,-2,12260,21.0,45003,1,1,1,-1.0,5.0,,3.0,1.0,1.0,0,0.0,0.0,0.0,22.0,321.0,0.0,321.0,1,0,0,0,321.0,45084,45024,450072000025,4502.0,181.0,2.0
40,2016,450072000026,00026,Greendale Elementary,4500720,Aiken 01,SC-0201,0201-030,505 South Boundary Avenue,New Ellenton,SC,29809,505 South Boundary Avenue,New Ellenton,SC,29809,(803)652-8170,45,33.40759,-81.677179,-2,12260,21.0,45003,1,1,1,-1.0,5.0,,3.0,1.0,1.0,0,0.0,0.0,0.0,31.0,457.0,0.0,457.0,1,0,0,0,457.0,45086,45024,450072000026,4502.0,201.0,2.0
41,2016,450072000027,00027,Hammond Hill Elementary,4500720,Aiken 01,SC-0201,0201-031,901 West Woodlawn Avenue,North Augusta,SC,29841,901 West Woodlawn Avenue,North Augusta,SC,29841,(803)442-6170,45,33.510769,-81.981257,-2,12260,21.0,45003,1,1,1,-1.0,5.0,,3.0,1.0,1.0,0,0.0,0.0,0.0,43.0,311.0,48.0,359.0,1,0,0,0,764.0,45083,45024,450072000027,4502.0,192.0,1.0
42,2016,450072000030,00030,Millbrook Elementary,4500720,Aiken 01,SC-0201,0201-035,255 East Pine Log Road,Aiken,SC,29803,255 East Pine Log Road,Aiken,SC,29803,(803)641-2580,45,33.526747,-81.714125,-2,12260,21.0,45003,1,1,1,-1.0,5.0,,3.0,1.0,1.0,0,0.0,0.0,0.0,37.0,340.0,50.0,390.0,1,0,0,0,622.0,45081,45024,450072000030,4502.0,200.0,1.0
43,2016,450072000031,00031,North Aiken Elementary,4500720,Aiken 01,SC-0201,0201-038,100 Bears Rock Road,Aiken,SC,29801,100 Bears Rock Road,Aiken,SC,29801,(803)641-2690,45,33.578973,-81.69491,-2,12260,21.0,45003,1,1,1,-1.0,5.0,,3.0,1.0,1.0,0,0.0,0.0,0.0,35.0,449.0,0.0,449.0,1,0,0,0,449.0,45082,45024,450072000031,4502.0,352.0,2.0
44,2016,450072000032,00032,North Augusta Elementary,4500720,Aiken 01,SC-0201,0201-039,400 East Spring Grove Avenue,North Augusta,SC,29841,400 East Spring Grove Avenue,North Augusta,SC,29841,(803)442-6280,45,33.492819,-81.96388,-2,12260,21.0,45003,1,1,1,-1.0,5.0,,3.0,1.0,1.0,0,0.0,0.0,0.0,43.0,401.0,31.0,432.0,1,0,0,0,734.0,45083,45024,450072000032,4502.0,224.0,1.0
45,2016,450072000034,00034,Ridge Spring-Monetta Elementary,4500720,Aiken 01,SC-0201,0201-059,422 Hazzard Circle,Ridge Spring,SC,29129,422 Hazzard Circle,Ridge Spring,SC,29129,(803)685-2000,45,33.851471,-81.657571,192,17900,42.0,45081,1,1,1,-1.0,5.0,,3.0,1.0,1.0,0,0.0,0.0,0.0,30.0,471.0,0.0,471.0,1,0,0,0,471.0,45039,45026,450072000034,4503.0,291.0,2.0
46,2016,450072000040,00040,Warrenville Elementary,4500720,Aiken 01,SC-0201,0201-052,569 Howlandville Road,Warrenville,SC,29851,569 Howlandville Road,Warrenville,SC,29851,(803)663-4270,45,33.524494,-81.785725,-2,12260,21.0,45003,1,1,1,-1.0,5.0,,3.0,1.0,1.0,0,0.0,0.0,0.0,30.0,469.0,0.0,469.0,1,0,0,0,469.0,45081,45024,450072000040,4502.0,201.0,2.0
47,2016,450072000045,00045,Chukker Creek Elementary,4500720,Aiken 01,SC-0201,0201-056,1830 Chukker Creek Road,Aiken,SC,29803,1830 Chukker Creek Road,Aiken,SC,29803,(803)641-2474,45,33.484897,-81.713521,-2,12260,21.0,45003,1,1,1,-1.0,5.0,,6.0,0.0,0.0,0,0.0,0.0,0.0,44.0,174.0,36.0,210.0,1,0,0,0,798.0,45081,45024,450072000045,4502.0,120.0,1.0
48,2016,450072000046,00046,Aiken High,4500720,Aiken 01,SC-0201,0201-002,449 Rutland Drive,Aiken,SC,29801,449 Rutland Drive,Aiken,SC,29801,(803)641-2500,45,33.577682,-81.713103,-2,12260,21.0,45003,3,1,1,9.0,12.0,,6.0,0.0,0.0,0,0.0,0.0,3.0,81.0,747.0,56.0,803.0,0,1,0,0,1468.0,45082,45026,450072000046,4502.0,440.0,1.0
49,2016,450072000050,00050,Paul Knox Middle,4500720,Aiken 01,SC-0201,0201-007,1804 Wells Road,North Augusta,SC,29841,1804 Wells Road,North Augusta,SC,29841,(803)442-6300,45,33.528766,-81.970213,-2,12260,21.0,45003,2,1,1,6.0,8.0,,3.0,1.0,1.0,0,0.0,0.0,3.0,35.0,275.0,34.0,309.0,0,0,1,0,674.0,45083,45024,450072000050,4502.0,170.0,1.0
50,2016,450072000054,00054,North Augusta Middle,4500720,Aiken 01,SC-0201,0201-011,725 Old Edgefield Road,North Augusta,SC,29841,725 Old Edgefield Road,North Augusta,SC,29841,(803)442-6200,45,33.499579,-81.950208,-2,12260,21.0,45003,2,1,1,6.0,8.0,,3.0,1.0,1.0,0,0.0,0.0,3.0,31.0,238.0,29.0,267.0,0,0,1,0,621.0,45083,45024,450072000054,4502.0,156.0,1.0
51,2016,450072000055,00055,North Augusta High,4500720,Aiken 01,SC-0201,0201-012,2000 Knobcone Avenue,North Augusta,SC,29841,2000 Knobcone Avenue,North Augusta,SC,29841,(803)442-6100,45,33.536356,-81.973389,-2,12260,21.0,45003,3,1,1,9.0,12.0,,6.0,0.0,0.0,0,0.0,0.0,3.0,81.0,579.0,64.0,643.0,0,1,0,0,1518.0,45083,45024,450072000055,4502.0,358.0,1.0
52,2016,450072000056,00056,Ridge Spring-Monetta Middle High,4500720,Aiken 01,SC-0201,0201-060,10 J.P. Kneece Drive,Monetta,SC,29105,10 J.P. Kneece Drive,Monetta,SC,29105,(803)685-2100,45,33.822738,-81.62556,-2,12260,42.0,45003,4,1,1,6.0,12.0,,3.0,1.0,1.0,0,0.0,0.0,3.0,35.0,320.0,33.0,353.0,0,1,1,0,440.0,45086,45026,450072000056,4502.0,160.0,1.0
53,2016,450072000057,00057,Wagener-Sally High,4500720,Aiken 01,SC-0201,0201-015,272 Main Street South,Wagener,SC,29164,272 Main Street South,Wagener,SC,29164,(803)564-1100,45,33.647252,-81.36491,-2,12260,42.0,45003,3,1,1,9.0,12.0,,6.0,0.0,0.0,0,0.0,0.0,3.0,29.0,284.0,0.0,284.0,0,1,0,0,284.0,45086,45026,450072000057,4502.0,121.0,2.0
54,2016,450072000058,00058,Aiken County Career Center,4500720,Aiken 01,SC-0201,0201-995,2455 Jefferson Davis Highway,Warrenville,SC,29851,2455 Jefferson Davis Highway,Warrenville,SC,29851,(803)593-7300,45,33.528246,-81.843496,-2,12260,41.0,45003,3,3,1,10.0,12.0,,6.0,0.0,0.0,0,0.0,1.0,3.0,15.0,0.0,0.0,0.0,0,1,0,0,0.0,45084,45025,450072000058,4502.0,3.0,1.0
55,2016,450072000073,00073,Aiken Middle,4500720,Aiken 01,SC-0201,0201-057,101 Gator Lane,Aiken,SC,29803,101 Gator Lane,Aiken,SC,29803,(803)641-2570,45,33.578298,-81.692359,-2,12260,21.0,45003,2,1,1,6.0,8.0,,3.0,1.0,1.0,0,0.0,0.0,3.0,32.0,492.0,0.0,492.0,0,0,1,0,492.0,45082,45024,450072000073,4502.0,280.0,2.0
56,2016,450072000682,00682,Lloyd-Kennedy Charter,4500720,Aiken 01,SC-0201,0201-601,P.O. Box 418,Aiken,SC,29801,130 Avery Lane,Aiken,SC,29802,(803)644-4824,45,33.579639,-81.746062,-2,12260,21.0,45003,1,1,1,3.0,8.0,,3.0,1.0,1.0,1,0.0,0.0,3.0,7.0,53.0,10.0,63.0,1,0,1,0,75.0,45082,45026,450072000682,4502.0,,0.0
57,2016,450072000684,00684,Horse Creek Academy,4500720,Aiken 01,SC-0201,0201-602,1200 Tooleback Road,Aiken,SC,29803,1200 Tooleback Road,Aiken,SC,29803,(803)226-0160,45,33.533262,-81.665015,-2,12260,41.0,45003,1,1,1,-1.0,8.0,,3.0,1.0,1.0,1,0.0,0.0,3.0,26.0,130.0,36.0,166.0,1,0,1,0,467.0,45086,45024,450072000684,4502.0,,0.0
58,2016,450072000940,00940,Aiken Performing Arts Academy Charter,4500720,Aiken 01,SC-0201,0201-603,P.O. Box 418,Aiken,SC,29801,130 Avery Lane,Aiken,SC,29802,(803)644-4824,45,33.579639,-81.746062,-2,12260,21.0,45003,3,1,1,9.0,12.0,,3.0,1.0,1.0,1,0.0,0.0,3.0,2.0,41.0,6.0,47.0,0,1,0,0,54.0,45082,45026,450072000940,4502.0,,0.0
59,2016,450072001007,01007,Mossy Creek Elementary,4500720,Aiken 01,SC-0201,0201-058,421 West Five Notch Road,North Augusta,SC,29841,421 West Five Notch Road,North Augusta,SC,29841,(803)442-6090,45,33.541652,-81.959762,-2,12260,21.0,45003,1,1,1,-1.0,5.0,,3.0,1.0,1.0,0,0.0,0.0,0.0,44.0,717.0,0.0,717.0,1,0,0,0,717.0,45083,45024,450072001007,4502.0,336.0,2.0
60,2016,450072001189,01189,Aiken Elementary,4500720,Aiken 01,SC-0201,0201-016,2050 Pine Log Road,Aiken,SC,29803,2050 Pine Log Road,Aiken,SC,29803,(803)641-2740,45,33.527753,-81.76501,-2,12260,21.0,45003,1,1,1,-1.0,5.0,,3.0,1.0,1.0,0,0.0,0.0,0.0,50.0,489.0,46.0,535.0,1,0,0,0,857.0,45081,45024,450072001189,4502.0,323.0,1.0
